  0.68953,   1.71425,   9.16500,   9.34941
  0.95768,   2.63362,  11.25275,  11.59644
  0.83318,   3.05500,  12.02847,  12.43830
  0.43096,   2.71024,  11.16656,  11.49883
  0.25857,   2.10690,  10.03649,  10.25851
 -0.05746,   1.74298,   8.82982,   9.00038
 -0.42138,   1.77171,   8.13071,   8.33216
 -0.45011,   1.93451,   8.37971,   8.61188
 -0.36392,   2.05901,   8.94474,   9.18588
 -0.25857,   2.14520,   8.76278,   9.02525
 -0.29688,   2.23140,   8.33182,   8.63056
 -0.50757,   2.25055,   8.13071,   8.45169
 -0.63207,   2.00155,   8.65743,   8.90825
 -0.51715,   1.92494,   9.64384,   9.84767
 -0.36392,   1.89621,  10.02692,  10.21113
 -0.35434,   2.21224,   9.89284,  10.14337
 -0.42138,   2.83473,   9.64384,  10.06067
 -0.43096,   3.07416,  10.40999,  10.86297
 -0.47884,   3.49553,  11.69328,  12.21396
 -0.52672,   4.33829,  12.65096,  13.38451
 -0.64165,   5.38217,  13.81933,  14.84430
 -0.73741,   6.87615,  14.98770,  16.50625
 -1.36948,   8.18817,  15.49527,  17.57911
 -2.01113,   8.62870,  15.49527,  17.84944
 -2.26970,   8.82024,  15.33247,  17.83347
 -2.18351,   8.14029,  14.77701,  17.01153
 -2.61447,   7.10599,  12.56477,  14.66983
 -3.18908,   6.25365,   9.44273,  11.76621
 -2.16436,   3.45723,   5.33428,   6.71502
 -1.27372,   1.82917,   3.31358,   3.99349
  0.04788,   0.26815,   0.40223,   0.48578
 -0.02873,   0.16281,   0.47884,   0.50658
 -0.05746,   0.17238,   0.51715,   0.54814
 -0.05746,   0.12450,   0.50757,   0.52577
 -0.07661,   0.18196,   0.50757,   0.54462
 -0.06704,   0.16281,   0.57461,   0.60098
 -0.06704,   0.18196,   0.56503,   0.59738
 -0.03831,   0.18196,   0.52672,   0.55858
 -0.04788,   0.16281,   0.62249,   0.64521
 -0.05746,   0.15323,   0.60334,   0.62514
 -0.03831,   0.20111,   0.66080,   0.69179
 -0.05746,   0.21069,   0.69911,   0.73242
 -0.06704,   0.19154,   0.67995,   0.70959
 -0.00958,   0.19154,   0.80445,   0.82699
 -0.02873,   0.15323,   0.89064,   0.90418
 -0.08619,   0.20111,   0.87149,   0.89854
 -0.03831,   0.20111,   0.90022,   0.92321
 -0.04788,   0.19154,   1.09176,   1.10946
 10.99417,  -6.82826, 123.75150, 124.42640
  7.71891, -56.51274,  66.19489,  87.37868
  1.98240,   3.72538,  34.14132,  34.40113
  0.14365,   0.88107,   1.73340,   1.94977
 -0.05746,   0.14365,   0.22984,   0.27707
 -0.04788,   0.16281,   0.40223,   0.43656
 -0.09577,   0.21069,   0.40223,   0.46406
 -0.05746,   0.17238,   0.50757,   0.53912
 -0.07661,   0.13408,   0.54588,   0.56730
 -0.01915,   0.14365,   0.45011,   0.47287
 -0.08619,   0.18196,   0.54588,   0.58183
 -0.01915,   0.19154,   0.59376,   0.62418
  0.15323,  -0.08619,   2.71024,   2.71593
 18.72266,  -2.64320,  44.81945,  48.64471
 -7.22091,   1.60890,  29.21884,  30.14085
  1.63763,  -0.26815,  11.46344,  11.58293
  0.39265,  -0.01915,   1.74298,   1.78676
  0.13408,   0.06704,   0.91937,   0.93151
  0.67995,  -0.44053,   3.82115,   3.90609
  3.12204,  -4.04141,  15.43781,  16.26057
 -3.92649,   2.69108,  18.47366,  19.07709
  1.25456,  -1.30245,  12.06678,  12.20153
  0.51715,  -0.52672,   5.53539,   5.58440
  0.91937,  -0.30646,   7.49864,   7.56100
  0.07661,  -1.04387,  12.17212,  12.21704
  0.46926,  -0.39265,  13.16811,  13.18232
  0.48842,  -0.77572,   9.15543,   9.20120
  0.22027,  -0.42138,   8.82982,   8.84261
  0.54588,  -0.66080,  10.21845,  10.25434
  0.29688,  -0.66080,  11.01333,  11.03713
  0.52672,  -0.54588,  10.92714,  10.95343
  0.51715,  -0.60334,   9.54808,   9.58109
  0.37350,  -0.62249,   9.70131,   9.72843
  0.40223,  -0.65122,  10.81221,  10.83927
  0.32561,  -0.63207,  10.69729,  10.72090
  0.51715,  -0.62249,   9.96946,  10.00225
  0.40223,  -0.70868,   9.88326,   9.91680
  0.36392,  -0.58419,  10.22803,  10.25116
  0.35434,  -0.53630,  10.14184,  10.16219
  0.45011,  -0.54588,  10.16099,  10.18559
  0.28730,  -0.69911,  10.49618,  10.52336
  0.41180,  -0.68953,  10.54406,  10.57461
  0.30646,  -0.67038,  10.00776,  10.03487
  0.23942,  -0.78530,  10.40999,  10.44231
  0.32561,  -0.66080,  10.33337,  10.35960
  0.36392,  -0.59376,  10.27591,  10.29948
  0.31603,  -0.59376,  10.19930,  10.22145
  0.35434,  -0.55545,  10.27591,  10.29701
  0.28730,  -0.62249,  10.40041,  10.42299
  0.39265,  -0.55545,  10.28549,  10.30796
  0.42138,  -0.62249,  10.09395,  10.12191
  0.38307,  -0.69911,  10.28549,  10.31634
  0.31603,  -0.70868,  10.32380,  10.35292
  0.34477,  -0.61292,  10.25676,  10.28084
  0.37350,  -0.61292,  10.31422,  10.33916
  0.37350,  -0.67995,  10.33337,  10.36246
  0.12450,  -0.76614,  10.50576,  10.53439
 -0.41180,  -0.51715,  10.58237,  10.60300
  0.44053,  -0.64165,  11.42513,  11.45161
  0.30646,  -0.63207,   9.47146,   9.49747


Duration: 2138ms
