 -0.83318,   2.57616,   9.79707,  10.16432
 -0.38307,   2.34632,  10.70687,  10.96764
  0.21069,   1.78129,  10.97502,  11.12063
  0.30646,   1.72383,  10.50576,  10.65065
 -0.21069,   2.23140,   9.76834,  10.02218
 -0.31603,   2.18351,   9.59596,   9.84632
 -0.20111,   1.92494,   9.95988,  10.14618
 -0.08619,   1.93451,  10.18972,  10.37209
 -0.27773,   2.06859,  10.11311,  10.32624
 -0.08619,   1.91536,  10.03649,  10.21799
 -0.03831,   1.93451,   9.94073,  10.12728
 -0.10534,   2.13563,   9.98861,  10.21491
 -0.00958,   2.13563,  10.18015,  10.40175
  0.06704,   1.99198,  10.34295,  10.53324
  0.05746,   2.00155,  10.01734,  10.21551
  0.00958,   2.15478,   9.84496,  10.07801
  0.17238,   2.16436,   9.99819,  10.23122
  0.22984,   1.93451,  10.27591,  10.45895
  0.27773,   1.72383,  10.38126,  10.52707
  0.08619,   1.87705,  10.35253,  10.52167
  0.11492,   2.06859,  10.38126,  10.58597
  0.08619,   1.80044,  10.46745,  10.62151
 -0.00958,   1.97282,  10.20888,  10.39775
 -0.20111,   2.26970,  10.23761,  10.48812
 -0.19154,   2.26013,  10.20888,  10.45782
  0.00000,   1.92494,  10.23761,  10.41700
 -0.13408,   1.99198,   9.92157,  10.12045
 -0.21069,   2.22182,   9.63427,   9.88939
 -0.28730,   2.26970,   9.80665,  10.06998
 -0.32561,   2.42293,   9.80665,  10.10678
 -0.26815,   2.33674,   9.83538,  10.11271
 -0.20111,   2.04944,   9.85453,  10.06740
 -0.14365,   1.85790,  10.10353,  10.27394
 -0.04788,   1.83875,  10.34295,  10.50523
  0.03831,   1.86748,  10.40999,  10.57624
 -0.03831,   1.93451,  10.20888,  10.39062
 -0.06704,   2.28886,  10.10353,  10.35976
 -0.01915,   2.55701,   9.75877,  10.08822
  0.08619,   2.41336,   9.04051,   9.35748
  0.06704,   2.53785,   7.98706,   8.38083
  0.96726,   1.83875,   6.10043,   6.44451
  0.96726,   0.51715,   2.66235,   2.87944
 -0.05746,   0.16281,   0.54588,   0.57253
 -0.06704,   0.19154,   0.51715,   0.55554
 -0.03831,   0.17238,   0.53630,   0.56463
 -0.05746,   0.12450,   0.58419,   0.60006
 -0.05746,   0.18196,   0.59376,   0.62367
 -0.06704,   0.14365,   0.59376,   0.61456
 -0.04788,   0.14365,   0.58419,   0.60349
 -0.13408,   0.16281,   0.64165,   0.67542
 -0.12450,   0.16281,   0.65122,   0.68271
 -0.06704,   0.15323,   0.72784,   0.74681
 -0.06704,   0.21069,   0.72784,   0.76068
 -0.11492,   0.20111,   0.84276,   0.87401
 -0.04788,   0.20111,   0.81403,   0.83987
 -0.11492,   0.19154,   0.91937,   0.94612
 -0.08619,   0.21069,   0.83318,   0.86372
 -0.07661,   0.17238,   0.85234,   0.87296
 -0.07661,   0.19154,   0.99599,   1.01713
 -0.10534,   0.21069,   0.96726,   0.99553
 -0.08619,   0.19154,   1.05345,   1.07418
 -0.10534,   0.16281,   1.13964,   1.15602
 -0.22027,   0.75657,   3.31358,   3.40598
 35.25222, -24.51662, 156.89682, 162.66651
  1.81002,   7.43160,  33.41348,  34.27777
  0.32561,  -0.05746,   0.63207,   0.71333
  0.38307,  -0.08619,   0.22027,   0.45021
  0.42138,  -0.11492,   0.26815,   0.51252
  0.41180,  -0.08619,   0.26815,   0.49891
  0.44053,  -0.08619,   0.38307,   0.59012
  0.37350,  -0.12450,   0.38307,   0.54931
  0.43096,  -0.05746,   0.37350,   0.57317
  0.44053,  -0.06704,   0.42138,   0.61329
  0.45011,  -0.03831,   0.43096,   0.62433
  0.45969,  -0.03831,   0.36392,   0.58755
  0.43096,  -0.01915,   0.40223,   0.58981
  0.43096,   0.00958,   0.36392,   0.56414
-43.23928,  45.16422,  -1.67594,  62.54800
-14.66209,  18.84716,  -1.81002,  23.94720
 -9.42358, -24.55493, -14.26944,  29.92266
 15.17924,  -5.86101,  -6.56969,  17.54769
 19.17277,  -0.98641,   2.25055,  19.32959
 18.00440,  -0.54588,  40.06936,  43.93188
 22.04581,  -8.53294,  31.21081,  39.15282
  6.03339,  -0.60334,   2.56658,   6.58431
  5.25767,   0.25857,   0.80445,   5.32514
 -3.65834,   3.00712,  -6.99107,   8.44401
 -2.68151,   0.83318,  -2.45166,   3.72764
  2.49955,  -1.46525,  37.35912,  37.47131
  6.40688,  -2.54743,  16.62534,  17.99832
  1.37906,  -0.59376,   1.57060,   2.17282
 -1.33118,   0.05746,   2.99754,   3.28033
 -4.53941,   2.03986,  12.47858,  13.43437
  1.55144,   0.75657,  15.20797,  15.30561
  0.89064,  -0.41180,   9.48104,   9.53168
  0.12450,  -0.76614,   7.25922,   7.30060
  0.63207,  -0.35434,  10.14184,  10.16769
  0.28730,   1.07260,  11.41555,  11.46943
  0.51715,   0.82361,  10.41957,  10.46485
  0.63207,   1.25456,  10.74518,  10.83662
 -0.07661,   1.01514,  10.14184,  10.19280
 -0.01915,   1.30245,  10.34295,  10.42465
  0.48842,   1.69509,  11.05163,  11.19154
  0.34477,   0.67038,  11.31021,  11.33530
  0.32561,   0.75657,   9.95030,   9.98433
  0.90022,   0.14365,   9.42358,   9.46757
  0.88107,   0.29688,   9.64384,   9.68856
 -0.95768,   1.04387,  13.47457,  13.54883
 -1.22583,   0.41180,  10.05565,  10.13846
  0.07661,   0.71826,   9.23204,   9.26026
 -0.25857,   0.57461,  10.51533,  10.53420
 -0.12450,   0.87149,  10.06522,  10.10365
  0.14365,   1.38864,  10.31422,  10.40827
  0.23942,   1.06303,  10.28549,  10.34305
  0.40223,   0.90980,  10.76433,  10.81020
  0.20111,   0.96726,   9.57681,   9.62763
  0.39265,   0.76614,  10.37168,  10.40735
  0.06704,   0.81403,  10.55364,  10.58520
 -0.16281,   0.73741,  10.63026,  10.65705
 -0.23942,   0.64165,   9.84496,   9.86875
 -0.20111,   0.62249,  10.40999,  10.43052
 -0.22027,  -0.08619,  10.29507,  10.29778
 -0.10534,   0.21069,  10.13226,  10.13500
  0.19154,   0.41180,  10.22803,  10.23811
  0.17238,   0.68953,  10.35253,  10.37690
  0.24900,   1.04387,  10.18972,  10.24608
  0.16281,   1.09176,  10.29507,  10.35407
  0.10534,   1.29287,  10.28549,  10.36696
  0.10534,   0.94810,  10.58237,  10.62528
  0.09577,   0.61292,  10.61110,  10.62922
  0.02873,   0.43096,  10.09395,  10.10319
  0.23942,   0.22027,   9.92157,   9.92690
 -0.07661,   0.37350,  10.20888,  10.21599
 -0.33519,   0.67038,  10.41957,  10.44649
 -0.76614,   0.56503,  10.12268,  10.16735
 -0.28730,   0.77572,  11.08994,  11.12075
  0.08619,   0.88107,   9.27993,   9.32206
  0.49799,   0.66080,  10.19930,  10.23281
 -0.17238,   0.53630,  10.61110,  10.62604
  0.20111,   0.73741,  10.99417,  11.02071
  0.06704,   0.73741,   9.85453,   9.88231
  0.07661,   0.83318,  10.48660,  10.51993
 -0.06704,   0.76614,  10.32380,  10.35240
  0.03831,   0.69911,  10.47703,  10.50040
  0.00958,   0.54588,  10.23761,  10.25215
  0.08619,   0.62249,  10.02692,  10.04659
  0.21069,   0.57461,  10.40999,  10.42796
  0.16281,   0.59376,  10.50576,  10.52378
  0.05746,   0.71826,  10.29507,  10.32025
  0.10534,   0.55545,  10.13226,  10.14802
  0.00958,   0.43096,  10.18015,  10.18927
 -0.07661,   0.50757,  10.28549,  10.29829
  0.00000,   0.52672,   9.92157,   9.93554
  0.04788,   0.59376,  10.29507,  10.31229
  0.04788,   0.67995,  10.47703,  10.49918
  0.04788,   0.69911,  10.32380,  10.34755
  0.07661,   0.67038,  10.21845,  10.24071
  0.09577,   0.59376,  10.37168,  10.38911
  0.01915,   0.59376,  10.28549,  10.30263
  0.01915,   0.49799,  10.22803,  10.24016
  0.01915,   0.41180,  10.42914,  10.43729
 -0.00958,   0.45969,  10.49618,  10.50625
 -0.02873,   0.63207,  10.36211,  10.38140
  0.04788,   0.67995,  10.36211,  10.38450
  0.06704,   0.76614,  10.31422,  10.34285
  0.12450,   0.73741,  10.45787,  10.48458
  0.08619,   0.60334,  10.32380,  10.34177
  0.11492,   0.51715,  10.28549,  10.29912
  0.69911,   0.87149,   9.08839,   9.15680
 -0.53630,   0.49799,   9.69173,   9.71932
 -0.40223,   0.67038,  12.13381,  12.15897
 -0.26815,   0.49799,  10.78348,  10.79831
  0.12450,   0.68953,   8.57124,   8.59983


Duration: 3419ms
