 -0.20111,  -0.97683,   9.56723,   9.61907
 -1.13964,  -0.53630,   9.26077,   9.34603
 -1.52271,  -1.05345,   9.50019,   9.67895
 -1.46525,  -1.47483,   9.78750,  10.00586
 -1.05345,  -1.24498,  10.00776,  10.13978
 -1.04387,  -1.29287,  10.01734,  10.15422
 -1.01514,  -0.98641,  10.42914,  10.52476
 -1.52271,  -0.78530,  10.33337,  10.47444
 -1.34075,  -0.97683,  10.77391,  10.90087
 -1.48441,  -1.18752,  11.21444,  11.37442
 -1.95367,  -1.13006,  11.15698,  11.38297
 -1.79086,  -0.91937,  10.92714,  11.11102
 -1.53229,  -0.84276,  11.22402,  11.35943
 -1.30245,  -1.14922,  11.32936,  11.46174
 -1.89621,  -1.03430,  11.39640,  11.59928
 -2.03028,  -0.74699,  11.25275,  11.45881
 -1.61848,  -0.46926,  10.83137,  10.96167
 -1.32160,  -0.50757,  10.57279,  10.66716
 -0.94810,  -0.69911,  10.87925,  10.94284
 -0.71826,  -0.83318,  11.20486,  11.25873
 -0.76614,  -1.18752,  11.85609,  11.94002
 -1.09176,  -0.35434,  11.86566,  11.92105
  0.34477,   0.67995,  12.14339,  12.16730
 -0.32561,   1.04387,  13.73314,  13.77661
 -2.81558,   1.32160,  15.83046,  16.13312
  0.01915,  -0.79487,  15.70596,  15.72608
  0.45011,  -2.14520,  15.41866,  15.57368
 -0.44053,  -2.04944,  14.25987,  14.41312
 -1.10133,  -1.67594,  12.47858,  12.63870
 -0.18196,  -1.70467,  10.90798,  11.04188
  1.51314,  -0.76614,  10.86010,  10.99174
  1.87705,  -0.77572,   9.38527,   9.60252
  0.48842,  -0.66080,   9.13627,   9.17315
 -0.77572,   0.10534,   8.05409,   8.09205
  0.19154,   1.91536,   7.71891,   7.95530
 -0.60334,   2.35589,   6.76123,   7.18529
 -1.54187,   1.43652,   4.78840,   5.23161
 -0.99599,   2.74854,   4.12760,   5.05802
  1.00556,   1.99198,   4.45322,   4.98099
  0.34477,   0.44053,   3.51469,   3.55893
 -0.37350,  -0.43096,   7.05811,   7.08111
 -0.79487,  -0.89064,  11.92312,  11.98274
  2.22182,  -1.00556,  12.63181,  12.86508
  1.25456,  -0.71826,  13.93425,  14.00904
 -0.40223,  -2.30801,  13.40753,  13.61068
 -0.61292,  -4.60644,  16.75941,  17.39175
 -0.85234,  -3.41892,  15.99327,  16.37682
  0.59376,  -2.33674,  15.84004,  16.02248
  0.96726,  -2.19309,  13.51287,  13.72381
  1.20668,  -1.18752,  10.96544,  11.09537
  1.49398,  -0.91937,   9.60554,   9.76440
 -1.05345,   0.45969,   8.42759,   8.50561
 -0.79487,   1.53229,   6.09085,   6.33073
  0.79487,   2.89220,   6.13873,   6.83233
  1.66636,   1.90578,   5.05655,   5.65487
  1.02472,   0.22027,   6.06212,   6.15206
  0.30646,   0.60334,   5.98550,   6.02364
  0.30646,   0.81403,   7.92960,   7.97716
  0.40223,  -0.22027,   9.13627,   9.14778
  1.92494,  -2.07817,  12.08593,  12.41346
  2.37505,  -1.83875,  13.85764,  14.17942
  1.43652,  -2.43251,  15.50485,  15.76011
  0.40223,  -3.08373,  17.37233,  17.64848
  1.23541,  -2.35589,  16.18480,  16.40196
  2.41336,  -1.90578,  14.63336,  14.95298
  3.25611,  -2.03986,  13.64695,  14.17754
  3.16035,  -1.84832,  12.67012,  13.18848
  1.51314,  -0.96726,  11.06121,  11.20605
  0.38307,  -0.95768,   9.22246,   9.27997
 -0.32561,   0.39265,   6.82826,   6.84729
  0.34477,   1.17795,   6.64630,   6.75868
  0.44053,   0.95768,   5.84185,   5.93620
  0.58419,   1.18752,   5.12359,   5.29176
